countries	var_analyzed	2021/5	2021/6	2021/7	2021/8	2021/9	2021/10	2021/11	2021/12	2022/1	2022/2	2022/3	2022/4	2022/5	2022/6	2022/7	2022/8	2022/9	2022/10	2022/11
Romania	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Romania	vacc_hundred	18,69	23,07	NA	26,12	27,39	32,03	37,8	39,76	40,58	41	41,12	41,19	41,25	NA	NA	NA	NA	NA	NA
Russia	deaths_million	825,522	918,872	1077,662	1243,901	1406,567	1618,331	1865,067	2091,521	2243,553	2381,64	2496,992	2545,163	2566,896	2580,302	2589,14	2602,096	2621,998	2641,789	2654,234
Russia	cases_million	34644,442	37657,862	42741,396	47132,478	51143,215	57893,665	65430,332	71316,21	80644,73	111680,092	121503,065	123811,63	124825,282	125498,047	126669,66	132984,635	142937,424	145975,914	147080,291
Russia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	rep_rate	1,005	1,183	1,045	0,959	1,024	1,123	0,985	0,916	1,296	1,137	0,641	0,737	0,852	0,914	1,241	1,362	1,021	0,647	0,903
Russia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	vacc_hundred	NA	11,98	17,47	25,2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rwanda	deaths_million	25,623	31,793	58,65	79,046	92,402	96,612	97,411	97,992	104,524	105,758	105,903	105,903	105,903	105,976	106,412	106,412	106,412	106,484	106,484
Rwanda	cases_million	1957,145	2834,278	5131,707	6360,521	7078,399	7236,71	7283,964	8114,134	9355,722	9400,073	9416,042	9422,139	9440,358	9510,331	9598,741	9613,259	9619,211	9623,784	9636,704
Rwanda	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rwanda	rep_rate	0,903	1,619	1,125	0,853	0,814	0,668	0,783	1,936	0,773	0,425	0,759	0,638	1,135	1,362	0,893	0,683	0,605	0,600	0,064
Rwanda	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rwanda	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Kitts and Nevis	deaths_million	NA	NA	62,918	62,918	272,645	482,372	587,236	587,236	692,1	880,854	901,827	901,827	901,827	901,827	964,745	964,745	964,745	964,745	964,745
Saint Kitts and Nevis	cases_million	1426,145	9353,831	12436,82	22881,232	40225,666	55976,175	58429,983	62897,171	113714,058	115979,111	116377,593	116650,238	120152,681	127199,513	135525,681	136574,317	137245,444	137329,335	137497,116
Saint Kitts and Nevis	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Kitts and Nevis	rep_rate	NA	NA	0,766	1,536	1,135	0,838	0,686	1,388	1,239	0,391	0,541	0,895	1,139	1,252	0,870	0,745	0,466	0,170	0,111
Saint Kitts and Nevis	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Kitts and Nevis	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Lucia	deaths_million	439,201	466,999	494,796	578,189	1117,461	1417,675	1556,663	1640,055	1823,519	1990,304	2029,221	2045,899	2062,578	2129,292	2140,411	2173,768	2184,887	2262,72	2268,28
Saint Lucia	cases_million	28170,032	29443,16	31188,845	45693,604	63706,413	69821,873	72273,617	75442,537	116427,237	126167,497	127607,41	130059,153	142284,513	150229,052	155477,228	159974,871	163494,04	164778,287	165178,571
Saint Lucia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Lucia	rep_rate	1,094	1,010	1,221	1,397	1,026	0,842	0,914	1,266	1,282	0,774	0,817	1,309	1,294	0,967	1,075	0,999	0,617	0,282	0,122
Saint Lucia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Lucia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Pierre and Miquelon	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	169,924	169,924	169,924	169,924	169,924	169,924	169,924	169,924	169,924	169,924
Saint Pierre and Miquelon	cases_million	4248,088	4418,012	4757,859	5097,706	5267,63	5437,553	11894,647	16992,353	151401,869	181818,182	332540,357	458963,466	466949,873	472217,502	523874,257	532030,586	541716,228	549022,94	552251,487
Saint Pierre and Miquelon	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Pierre and Miquelon	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Pierre and Miquelon	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Pierre and Miquelon	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Vincent and the Grenadines	deaths_million	115,43	115,43	115,43	115,43	202,003	654,104	711,819	779,153	904,203	1019,633	1019,633	1019,633	1029,252	1077,348	1106,205	1106,205	1115,825	1115,825	1115,825
Saint Vincent and the Grenadines	cases_million	19575,025	21402,668	22037,534	22470,397	33744,072	48047,788	53145,952	56272,184	90872,363	79925,74	80175,839	80983,849	83398,263	87063,169	89977,78	90689,599	90881,982	90968,555	91132,081
Saint Vincent and the Grenadines	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Vincent and the Grenadines	rep_rate	1,128	0,999	0,919	1,086	1,376	0,948	0,889	0,875	0,640	0,441	0,566	0,909	1,182	1,071	0,904	0,570	0,234	0,074	0,031
Saint Vincent and the Grenadines	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saint Vincent and the Grenadines	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
San Marino	deaths_million	2671,416	2671,416	2671,416	2671,416	2701,098	2730,781	2760,463	2968,24	3235,381	3324,429	3354,111	3413,476	3413,476	3413,476	3502,523	3502,523	3502,523	3532,205	3532,205
San Marino	cases_million	151083,408	151142,772	152656,575	158236,866	161472,247	164648,264	179252,004	243455,031	382428,02	426506,382	455476,402	487889,581	508281,389	534758,088	587503,71	604719,501	617186,109	641258,534	657969,724
San Marino	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
San Marino	rep_rate	0,363	0,130	0,483	0,981	0,931	1,118	1,414	1,459	1,192	0,822	0,949	0,832	0,790	0,824	1,050	0,856	1,106	1,051	0,661
San Marino	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
San Marino	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sao Tome and Principe	deaths_million	167,112	180,305	162,714	162,714	219,884	246,27	246,27	250,667	303,439	316,632	321,03	321,03	321,03	321,03	325,428	334,223	338,621	338,621	338,621
Sao Tome and Principe	cases_million	10312,543	10404,894	10791,889	11469,131	15211,55	16332,957	16407,717	17137,731	25902,293	26095,79	26144,165	26196,937	26346,457	26575,136	26825,804	27058,88	27397,501	27555,817	27608,59
Sao Tome and Principe	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sao Tome and Principe	rep_rate	0,747	0,862	1,045	1,164	1,324	0,578	0,291	0,874	1,189	0,316	0,393	0,048	0,005	0,022	0,069	0,278	0,090	0,208	0,033
Sao Tome and Principe	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sao Tome and Principe	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabia	deaths_million	202,204	214,756	226,236	233,789	239,393	241,535	242,688	243,815	245,545	247,138	248,429	249,61	251,258	252,906	254,087	255,295	256,861	258,371	259,937
Saudi Arabia	cases_million	12371,616	13392,138	14439,631	14922,701	15027,511	15068,243	15099,417	15277,505	18876,303	20462,814	20621,759	20709,568	21095,957	21840,475	22238,345	22342,413	22425,827	22589,551	22675,739
Saudi Arabia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabia	rep_rate	1,037	1,035	0,978	0,647	0,523	0,951	0,939	1,635	1,514	0,670	0,561	0,997	1,357	1,123	0,828	0,720	1,037	1,148	0,748
Saudi Arabia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saudi Arabia	vacc_hundred	NA	NA	22,2	40,97	51,42	59,08	NA	NA	NA	66,47	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scotland	deaths_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scotland	cases_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scotland	icu_million	2,378	3,659	11,892	11,343	18,295	12,989	12,441	9,879	10,794	5,306	6,037	4,94	3,293	4,391	5,306	3,293	2,012	2,378	2,012
Scotland	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scotland	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scotland	vacc_hundred	37,97	49,81	58,51	67,53	70,26	71,5	NA	NA	75,55	76,07	NA	76,75	77,08	77,58	78,05	78,34	NA	NA	NA
Senegal	deaths_million	65,776	67,335	78,134	101,926	107,297	108,452	108,856	109,145	112,379	113,187	114,804	113,591	113,591	113,649	113,649	113,649	113,649	113,649	113,649
Senegal	cases_million	2391,714	2490,579	3597,157	4204,383	4260,399	4268,6	4272,642	4334,317	4908,569	4948,647	4960,312	4966,202	4972,785	4985,144	5046,415	5087,532	5104,856	5121,084	5132,287
Senegal	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Senegal	rep_rate	0,972	1,245	1,453	0,695	0,519	0,701	1,023	1,758	1,188	0,556	0,750	0,854	1,134	1,181	1,315	0,915	1,015	0,994	0,331
Senegal	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Senegal	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Serbia	deaths_million	999,047	1025,533	1035,284	1061,188	1198,275	1448,728	1701,364	1850,238	1983,396	2217,987	2299,191	2327,132	2340,23	2346,779	2369,19	2427,983	2474,843	2509,188	2530,289
Serbia	cases_million	103684,367	104279,575	105059,021	111027,837	137085,434	166301,562	182614,628	189089,735	244165,979	278099,677	287645,126	291979,812	293595,314	295334,224	308958,812	332267,974	343698,151	349864,739	352669,493
Serbia	icu_million	23,284	5,967	1,892	12,079	36,527	42,057	42,203	28,669	21,975	27,796	15,28	5,821	3,638	1,746	3,202	5,093	4,948	5,239	3,929
Serbia	rep_rate	0,641	0,681	1,231	1,490	1,273	0,993	0,796	0,928	1,556	0,721	0,795	0,797	0,790	1,185	1,476	0,983	0,870	0,827	0,888
Serbia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Serbia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seychelles	deaths_million	373,361	522,705	737,387	952,07	1045,41	1110,748	1166,752	1250,758	1437,439	1521,445	1530,779	1549,447	1558,781	1558,781	1568,115	1577,449	1577,449	1596,117	1596,117
Seychelles	cases_million	107042,516	146273,393	171073,879	187035,049	200429,365	207616,559	218574,695	231371,634	347132,123	367162,925	377290,335	396714,426	410846,129	416941,242	424035,096	430120,876	440014,934	457693,564	467335,605
Seychelles	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seychelles	rep_rate	1,123	1,004	0,940	0,951	0,908	0,973	1,115	1,134	1,060	0,910	1,026	1,044	0,911	0,871	0,691	0,431	0,269	0,229	0,230
Seychelles	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Seychelles	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sierra Leone	deaths_million	9,18	11,62	13,944	14,06	14,06	14,06	14,06	14,293	14,525	14,525	14,525	14,525	14,525	14,525	14,525	14,641	14,641	14,641	14,641
Sierra Leone	cases_million	481,889	647,825	730,096	739,856	742,994	743,343	743,924	820,849	885,806	890,686	891,732	892,546	892,662	894,172	898,704	900,215	900,68	901,028	901,609
Sierra Leone	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sierra Leone	rep_rate	0,915	1,587	0,692	0,654	0,520	0,074	0,058	1,057	0,707	0,545	0,399	0,033	0,026	0,431	0,948	0,633	0,061	0,001	0,000
Sierra Leone	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sierra Leone	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Singapore	deaths_million	5,854	6,386	6,564	9,757	16,853	72,201	127,372	146,886	151,676	180,769	224,941	236,827	246,407	250,664	266,098	282,419	287,031	298,03	302,11
Singapore	cases_million	11007,763	11101,429	11527,541	11995,696	17122,694	35191,277	46961,853	49566,065	62588,189	128511,828	194504,829	211680,919	231202,575	256175,69	304071,192	326279,372	338460,095	372957,92	384581,965
Singapore	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Singapore	rep_rate	1,025	0,878	1,505	1,051	1,642	1,176	0,825	0,709	1,645	1,377	0,850	0,787	1,090	1,142	1,062	0,774	1,035	1,152	0,728
Singapore	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Singapore	vacc_hundred	30,91	37,16	57,92	75,03	79,05	81,04	82,33	83,16	84,51	87,09	88,46	89,2	89,8	90,09	90,18	90,27	90,37	90,46	90,64
Slovakia	deaths_million	2187,135	2216,727	2222,043	2223,461	2239,231	2309,578	2554,818	2947,662	3159,412	3275,476	3429,105	3522,488	3561,648	3569,976	3583,443	3585,747	3624,907	3651,309	3673,813
Slovakia	cases_million	136619,854	137329,172	137583,094	138171,918	142531,836	159286,465	207355,246	242950,816	278074,158	375542,642	432915,12	447990,814	450533,228	452048,612	457352,278	457924,445	465196,763	468362,377	469611,258
Slovakia	icu_million	50,678	16,302	9,037	6,733	21,441	60,247	107,558	111,811	75,486	48,729	42,704	31,541	11,695	4,607	7,442	8,151	5,67	8,683	6,202
Slovakia	rep_rate	0,726	0,656	0,952	1,263	1,478	1,324	1,202	0,821	1,260	1,110	0,845	0,657	0,636	1,058	1,055	0,185	0,242	0,774	0,864
Slovakia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovakia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	deaths_million	2063,832	2084,588	2089,306	2099,212	2151,574	2238,373	2464,333	2636,516	2767,186	2975,22	3060,132	3109,664	3130,892	3137,497	3159,668	3199,765	3218,163	3249,769	3270,525
Slovenia	cases_million	119689,052	121393,424	122280,282	126046,127	138389,494	158431,544	198551,497	218906,778	335317,757	421078,353	456689,01	476477,739	483540,526	489996,665	510918,497	531508,701	558245,115	581874,224	593650,568
Slovenia	icu_million	71,703	32,078	7,548	13,68	52,834	64,156	136,331	130,198	81,138	68,873	44,343	20,756	11,322	5,661	9,435	9,435	10,85	14,624	10,85
Slovenia	rep_rate	0,825	0,617	1,117	1,403	1,208	1,200	1,062	0,907	1,483	0,706	0,962	0,803	0,775	1,220	1,241	0,995	1,123	0,879	1,008
Slovenia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slovenia	vacc_hundred	19,61	32,48	39,55	43,9	NA	NA	54,16	NA	57,07	57,46	57,55	57,6	NA	NA	NA	NA	NA	NA	NA
Somalia	deaths_million	43,699	44,04	46,086	55,519	63,134	68,646	75,408	75,749	75,863	76,602	77,34	77,34	77,34	77,34	77,34	77,34	77,34	77,34	77,34
Somalia	cases_million	833,186	849,325	875,294	992,527	1135,388	1250,063	1307,912	1337,235	1442,704	1495,269	1500,781	1505,043	1509,589	1523,113	1531,865	1535,445	1546,469	1547,776	1550,56
Somalia	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Somalia	rep_rate	0,893	1,061	1,287	1,239	0,984	0,535	0,385	0,259	0,247	0,374	0,337	0,137	0,140	0,262	0,267	0,117	0,106	0,129	0,055
Somalia	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Somalia	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South Africa	deaths_million	943,435	1012,574	1202,343	1373,446	1463,021	1488,917	1500,036	1521,775	1587,691	1659,802	1670,154	1675,68	1689,488	1699,072	1702,711	1704,414	1706,101	1708,204	1710,158
South Africa	cases_million	27809,467	32957,823	40863,171	46376,338	48463,579	48788,22	49555,177	57740,219	60193,492	61342,524	62092,367	63297,364	66079,819	66675,322	66870,334	66984,085	67103,296	67257,418	67484,186
South Africa	icu_million	17,498	34,578	41,657	39,219	28,684	15,427	8,582	12,188	12,372	7,213	5,226	3,606	5,693	6,044	NA	NA	NA	NA	NA
South Africa	rep_rate	1,266	1,319	0,987	0,944	0,675	0,662	1,146	1,245	0,755	0,883	0,923	1,253	1,027	0,672	0,850	0,800	1,058	1,118	1,077
South Africa	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South Africa	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31,33	31,82	NA	NA	NA	NA	32,62
South America	deaths_million	2049,118	2301,05	2495,553	2588,235	2644,716	2679,479	2705,938	2728,779	2783,499	2879,464	2948,225	2962,964	2972,707	2987,228	3011,577	3032,918	3042,794	3050,348	3056,793
South America	cases_million	65929,9	75306,055	81299,277	84459,921	86485,068	87863,406	89161,84	91050,562	111246,943	124082,712	128322,128	129858,411	132023,805	136541,771	142338,022	145389,089	146446,384	147203,395	148750,456
South America	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South America	rep_rate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South America	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South America	vacc_hundred	9,25	12,88	19,93	30,82	41,45	50,59	58,54	63,85	67,77	70,3	72,56	73,76	74,54	75,4	75,84	76,29	76,48	76,58	77,21
South Korea	deaths_million	37,884	39,004	40,49	44,234	48,19	55,157	70,616	108,558	130,694	157,674	320,173	441,468	466,981	473,89	483,791	518,683	548,964	563,708	589,936
South Korea	cases_million	2717,298	3043,917	3855,715	4891,268	6055,546	7070,931	8729,961	12259,83	16675,259	63174,717	258141,647	333404,991	349688,94	354502,954	382523,013	450208,11	478541,491	494360,08	524083,558
South Korea	icu_million	3,358	3,069	6,118	8,376	7,7	7,411	12,757	22,213	20,245	13,799	25,378	25,07	9,514	3,628	NA	11,522	10,846	6,967	9,476
South Korea	rep_rate	0,977	1,019	1,212	1,034	1,069	0,945	1,172	1,082	1,232	1,610	1,204	0,665	0,695	0,824	1,532	1,074	0,766	1,018	1,110
South Korea	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South Korea	vacc_hundred	4,26	9,78	13,86	30,46	49,61	74,57	79,08	81,84	84,58	85,21	85,42	85,51	85,58	85,65	85,69	85,71	85,73	85,75	85,76
South Sudan	deaths_million	10,538	10,721	10,904	10,996	11,912	12,187	12,187	12,37	12,554	12,554	12,645	12,645	12,645	12,645	12,645	12,645	12,645	12,645	12,645
South Sudan	cases_million	979,367	992,745	1012,446	1047,908	1100,505	1132,668	1169,046	1396,661	1538,874	1555,277	1581,758	1599,993	1614,288	1623,909	1624,917	1633,164	1633,164	1633,164	1681,454
South Sudan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South Sudan	rep_rate	0,486	0,491	0,644	1,020	1,118	1,094	1,212	1,433	0,958	0,924	1,125	1,030	0,858	0,452	0,124	0,033	0,011	0,028	0,092
South Sudan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
South Sudan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	deaths_million	1681,146	1700,533	1713,38	1773,39	1817,02	1837,059	1851,441	1879,89	1960,212	2090,262	2152,964	2196,363	2235,998	2268,905	2328,053	2367,604	2400,805	2419,708	2437,013
Spain	cases_million	77344,319	80089,772	93506,558	102085,884	104273,205	105367,791	108585,63	132357,571	209452,051	230820,853	241981,498	250136,547	259180,373	267754,506	278111,006	280549,07	282240,751	284107,583	285868,273
Spain	icu_million	48,677	25,989	36,019	42,705	31,351	14,151	15,476	38,1	47,352	41,885	18,756	8,6	7,822	9,294	11,207	8,726	4,71	4,079	4,794
Spain	rep_rate	0,944	1,131	1,387	0,841	0,752	1,011	1,440	1,706	1,243	0,750	1,007	1,034	1,192	1,302	1,155	0,915	1,176	1,039	1,231
Spain	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spain	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sri Lanka	deaths_million	66,004	140,939	203,187	420,71	591,147	629,484	657,104	686,098	707,26	743,033	754,713	755,949	756,545	756,728	758,331	764,835	767,721	768,591	769,645
Sri Lanka	cases_million	8536,218	11867,315	14144,828	20167,597	23697,941	24783,313	25832,957	26898,175	27994,723	29590,947	30305,352	30384,639	30406,259	30419,496	30493,515	30686,717	30724,093	30738,475	30765,729
Sri Lanka	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sri Lanka	rep_rate	1,261	0,932	1,008	1,192	0,774	0,836	1,029	0,978	1,103	1,019	0,718	0,587	0,726	1,043	1,480	1,042	0,641	0,896	0,849
Sri Lanka	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sri Lanka	vacc_hundred	NA	NA	NA	NA	53,73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sudan	deaths_million	56,129	58,753	59,222	60,396	61,91	66,113	67,393	71,063	73,409	83,372	104,684	105,196	105,431	105,623	105,751	105,836	105,836	106,071	106,455
Sudan	cases_million	757,24	782,051	792,291	804,472	816,718	862,585	919,141	992,401	1229,504	1311,126	1321,729	1325,185	1330,263	1336,001	1344,151	1348,887	1350,103	1354,284	1357,613
Sudan	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sudan	rep_rate	0,761	0,760	0,638	0,595	0,755	0,829	0,801	0,806	0,802	0,679	0,683	0,732	0,760	0,816	0,773	0,654	0,545	0,587	0,637
Sudan	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sudan	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Suriname	deaths_million	488,637	844,597	1050,084	1166,58	1430,314	1766,859	1888,209	1923,805	2043,537	2130,909	2142,235	2148,707	2184,303	2215,045	2232,844	2237,698	2240,934	2249,024	2253,878
Suriname	cases_million	24195,61	35162,431	41017,982	47396,149	67359,064	79312,867	82272,193	84857,761	119358,43	126553,687	128179,779	128365,85	130325,251	130838,158	131003,194	131121,308	131229,714	131357,536	131998,266
Suriname	icu_million	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Suriname	rep_rate	1,287	0,990	0,852	1,178	1,184	0,849	0,745	1,302	1,415	0,588	0,675	0,767	0,931	1,053	0,936	0,515	0,315	0,237	0,026
Suriname	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Suriname	vacc_hundred	NA	NA	NA	21,79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sweden	deaths_million	1369,848	1386,721	1389,28	1392,693	1408,997	1424,259	1436,202	1451,274	1502,936	1624,934	1740,866	1779,446	1798,879	1812,813	1834,995	1877,841	1917,18	1958,32	1993,867
Sweden	cases_million	101283,311	103322,963	104275,629	106813,51	109285,037	111050,644	114211,692	124631,766	196263,864	231402,146	235829,908	237068,373	237734,859	238801,371	240746,135	243088,27	245364,998	247558,404	248990,341
Sweden	icu_million	37,443	17,916	3,792	4,36	5,403	3,981	3,602	9,574	11,47	11,375	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sweden	rep_rate	0,874	0,623	1,116	1,345	1,044	1,121	1,337	1,482	1,609	0,619	0,825	1,188	1,059	0,725	0,975	1,237	1,219	0,982	1,200
Sweden	excess_mortality	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sweden	vacc_hundred	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
